source_row,label,map_hash,lotName,split
604,Center,b85e8dad3dd58625874f61589c1c8bc928c8e1f65262c97162a1941af409814f,lot25,train
646,Loc,19589fd36945bba93a4084319f8542f8bfec4aaa8ae2002f6825ac4ac6e1b481,lot26,valid
666,Edge-Loc,8b4ee70144c27436a1b3004848e9e82771767aba4080f9b3b94f9d345afbeff2,lot27,test
680,Loc,7cbc32bf9b86e6d25bce111c0e4394a1c63d2fca64150b230db45ce1f6e36499,lot28,train
729,Center,ca3af5088e73a4aaa88363a843460ff393c85625357c8bccb5fb02cdb1ddc05b,lot30,train
743,Scratch,9e6160524613b6f7e034fbc96d77c9c5e761a96da112301b6c899e22dfdd5abd,lot30,train
787,Edge-Loc,28c9cd42207c4ca5ac75e191ecdb6bc68e0c4e3361ea5d1b7884fe6409a7725f,lot32,train
808,Edge-Loc,dabfadeac3cf93e61b2a045ffb8248057f2154f7313ab69466be6b3b6c81adf7,lot33,valid
824,Loc,31c28c7077a666bd11d7dc810a5cc0a24eedff6b9a8ea50346261fbc2cd868c4,lot33,valid
832,Edge-Loc,d296f7f601e04beca5a5315eaf45b55831237d18fa17353b3ebf5fd71a8d47e0,lot34,train
893,Center,f4af9a859c88bdfe924b4e110000782348a8adac40892dcb45d640bf62003470,lot36,test
929,Near-full,6f064d4915658c8d95531cbb2218fd461cd6b0f50c8c337c22d5fe93e142ef62,lot38,train
952,Edge-Loc,44022e017c39452fee385fd40a2027016a63467810092d59cc35b54e2a3f4512,lot39,train
983,Random,b9b2cd6cb4a8b61590116e6c23c3be690bbd1bd288c88c7f40391bff07aabd1d,lot40,train
1025,Edge-Loc,6964da9e997a7067005bd2fd2c2ce5a26cbd32eae8ccde0fd29dc08e1e44f1d3,lot42,train
1048,Loc,c4da22cbc391ff8dacacba4624979824db8cb481d6677bd677a3383c48d68e46,lot42,train
1190,Edge-Loc,87593c7c35e15eca9b491dcd396e4accf15a440b8fef67ab0c02433c6f1492ea,lot48,valid
1199,Random,5f1c066ac329aee1b51c1fef2e9a1522ef23db43a5fed9529c0941caf55bf63a,lot48,valid
1232,Edge-Loc,2ecc75e43b880c91ac0b0638faa0549b4a592c1b5e16296e2a443f670f018fbd,lot50,test
1242,Loc,7a70fc562383508ce04f9095120483016640d7333b41040625b6be186c672825,lot50,test
1334,Edge-Loc,82f896104bbbcb2d3ce39230153fa0278e46efb9c58507b94a903d5dfd6ec6eb,lot54,train
1463,Edge-Loc,8cb0b7f7d92b71705f0c5113a3c61db1897fbfd72b7aaf5ff2e8b1596e9258bd,lot59,train
1510,Edge-Loc,e04297b0062f848f50a27d4c7eb442431e0155255399bbf9dd1cdbf3c6821d63,lot61,test
1515,Edge-Loc,51f5e363cfdeee26cc087503c1d08cc1f543a709288dff660ba8774e7d5dcab9,lot61,test
1562,Random,77035a3f0dd361b5ea63d1386ec5fc24c0259dc02a2ca9f186dab8e372f5d8d1,lot63,test
1574,Loc,75c148b80c88e830a66a4d8b4132e1e0469ccd64ca67c556f5018fd3072b4512,lot63,test
1592,Scratch,1089d301fee7c13f65b1b4781321e6c2ed94b3a2ccc915f996450353be0c687e,lot64,train
1660,Loc,a14b6dd3375452eb1f578bac390409c0152fd4686cd8be771a40ba438d3ed919,lot67,train
1721,Random,1923ab17e96824f39f5dc1f8fcf880a8c6926e9fd66b73bcc45ebc40df7e8006,lot69,valid
1767,Loc,a6c540414495791cc03d59cb8ef3500df1bc66d125fb1c3d1bbe7238aec6350c,lot71,train
1910,Edge-Loc,b91522efae499f7f6bca3a60f66f96db739a215bd7e4628e8161893dac1d130e,lot77,train
1962,Loc,33aa291f9f606d0b499887faa47eb561bbff29e6c63281fd3899d869d86ccb23,lot79,train
1999,Loc,99483cfeeb66d9a9efff4c5ee280de22f0fff97282276cec4cfb30dd91bf40df,lot81,test
2002,Edge-Loc,be3a9fb25210f4916928ab3a3152b94dcf27f4329b7886f1cef5107b11cf957d,lot81,test
2019,Edge-Loc,cc6cbf18499bccb4decc6d5201c9c6e2ba9f38aaabd925624d93e551f837b582,lot82,valid
2043,Edge-Loc,52d3eec4cbb3128f94ac4b3421eb45e34dfca9b5da8a2b3de0b05bc15f8f1462,lot83,valid
2100,Random,2b3f9ef570650db75b8fb66adf7d025beb1b6b3b00883e004e829ab2f61a6db8,lot85,test
2126,Loc,0e46aa39745a3b35b1abbdda14b4ac32f23d3a4aa2083147a03150b059e7f242,lot86,train
2146,Loc,adf7c8c16e91b283c1016d19bd4974ea5e088bee111afd88955dc1f50ea4f707,lot87,train
2219,Near-full,1436e5443fb9932ea4270823228cfbd5ad544d0a287d270a7f041cf3c691fddb,lot90,train
2270,Random,dc3eda8a4f2d7a51be27b82fddd716a47dd7268d5a6858bc0467c8dee827402c,lot92,valid
2271,Random,f29787f9dc8f2a514272e7ce80daf5dc992331e437833bfc1a96a0116153cc35,lot92,valid
2309,Edge-Loc,84491f15056885c908cbb3cd1dc47e6fe5cd9490314cdac566c117ec321ac139,lot93,train
2368,Edge-Loc,f10a9d055d77a4cf60e371c3889abc27ec82864308ca2f830ae79b606b21954f,lot96,train
2510,Edge-Loc,29668e413645a374d25a2774591afae61035330e84b850de327ee20dcadf822e,lot101,train
2520,Scratch,5cb322100105dae591e175ed69586e87a19e152c67cc2fba3e34079928642d6c,lot102,valid
2535,Edge-Loc,eecc84bb5ecf9addbcb9573fbaaf49bdd76feb885ade2b2e83114d9e7d590399,lot102,valid
2565,Edge-Loc,fd8775795ab990b749afb41e7ac02cc9abdde19910f2d880a8e42a070b7f6d7d,lot103,test
2603,Center,5740ae0136b396b313b059c551b0fca57ae0cf118afffd62e8ebf7ae4501dc3e,lot105,train
2621,Edge-Loc,7fdb33153366680885c6486672e67b43050e0d35b358e5fa216d0ea3732e9188,lot106,train
2631,Loc,99c6bcd5542e78a4d57490e3cdb7536bbf936a043dd91b5634dcd7c28334f587,lot106,train
2638,Loc,5aac61c7b9a0d8c34393538f6d7f291ea10c5b65f62f6ad258af1e108524c3ad,lot106,train
2672,Edge-Loc,c5fb32c33ddaa63e8c84ff37e046d7995732bcaffc8bc2c17e031707c1236cde,lot108,train
2680,Edge-Loc,31f08f934467036e342ce763c3c2f8b0c3e1b8999c3714c77e47b373af64d455,lot108,train
2698,Scratch,8dda35224e76db5572414b413a1178493b9449adcd662bd6daaf13c3df6f04e2,lot109,test
2711,Edge-Loc,f09dcc75f064d454c144ca9d8613c3ee337c24b1426de90ab40b73385f0d2a5d,lot109,test
2721,Edge-Loc,7f7df9df73f8c973a02af5fe3cc310b185fcc08133a133284489a7b50067270a,lot110,train
2919,Loc,319156771de088b1d438db37be5c64c84df22e2640527d5c8c28b5443d9a23aa,lot118,test
3038,Scratch,21648a4c3c91d343c780265a12393707681ebac8d5f9c86248c9ffd2a673f671,lot122,train
3048,Edge-Loc,74733aa75c03f615169070a6dd063a681aed382cf5450245858cedd3233703c2,lot123,train
3052,Scratch,69f4d15efcc72a697cf0c65b3a9d570a20b4f2be5cb75ba8eaae113e33750541,lot123,train
3107,Edge-Loc,b4ee41a605db9e545938cc1a4dfb6e7adccb98b6eca39057c82fb59b265a1e83,lot125,train
3117,Edge-Loc,7ed306b1cccd0cec7fe77e6dbb1f237718988fef39b032649a7b1b3563315094,lot126,train
3131,Edge-Loc,300202e4169ce6b18db794f2fd6ab85ab69a2a754912faf673245724632d2221,lot126,train
3143,Near-full,9ee2d2dd12032a94c1d2a031ea701e25f2fed40d352ea39bbcee292ef3fecfd4,lot127,test
3164,Edge-Loc,eef085925a814871fe3e43be5a2c9e4cfd17699bd9e45a06e185951c374adaa6,lot127,test
3171,Edge-Loc,6751469f3f8a79d7a9d005b9d1c41ee0470def51d8eea83a4e53f763915d387e,lot128,test
3280,Edge-Loc,213d5352780a951de888b0390288a72d7d53794f86f34ce9de1c80d724535ba6,lot132,valid
3292,Loc,bfbe5fdc1cc8dbecc81f23548b76383ba8bfb19a2246c900a8c4abac4bbb8ca7,lot133,valid
3294,Loc,8924573125e1a2adffcffcabe0f30d404bec28ab9e85d0f6c8e3d3346757500e,lot133,valid
3297,Loc,718570c77cd07c85e5205f65a0f521e1d87913fa70775b3825c10a95e0f3fd68,lot133,valid
3319,Edge-Loc,44006b5ab696855dc2e486292d996a44056750bfd419cf27aec219975abab3b0,lot134,test
3331,Edge-Loc,0f7a482c0f2d6e0d29860084c039df4d1e8d94506f7de9e5b8cd838066271aa9,lot134,test
3359,Scratch,e86352776eef8b1607f174ea78d5f4ce00a1f69fe59eb6d2ee9262d9ba5261b7,lot135,test
3367,Edge-Loc,d10351f7ae38787ac2dd784176be79df7a106e2036202d439ac7109a2e4cc024,lot136,train
3382,Edge-Loc,cf01bd3a8f9fc0fb7707b6e95d0f81e2d3b7bbde5cec056383efcaae05a0190d,lot136,train
3403,Edge-Loc,98fb45af382f76b5421c6023da7c5da395a7752f509bd0e91c1d9390fe80e868,lot137,train
3423,Random,b7433f313604fa392537a17cfac39b32522b5f74cb772139757f0f2dc02cd9a6,lot138,test
3445,Edge-Ring,8df49a734cf5dfe1ad024f3d40663b64efc525f2a751b43f96c2a9bb7cc74828,lot139,train
3454,Edge-Loc,52475ffab56844852d62f153d8614dbf98ea39a462c51a5838f4327d0cda845e,lot139,train
3458,Edge-Loc,ebad9455818de81d15f3284e4249d5efc6e2eddcc8fe741cb693f8c924a22fca,lot139,train
3487,Loc,6ac38703b125dacd2f02e58f3941c28c428b24fc21ae99dfe046a9128c40cd92,lot140,test
3534,Edge-Loc,60e9fa186b9f5baff8a9500f619e9bd32300120a09dde13c06af165a5f22017c,lot142,train
3541,Near-full,ab54b658a3831c2a7d8e4624b24a80897538d1c81151f43dbfd1c77688d644aa,lot142,train
3633,Loc,05372123413a90605ad6ce4aeb9af5517b4532134a153430b8fa1854590848be,lot147,train
3652,Loc,f06dfd99a7ea04ff7910810f2a717a1f81af3da63aee3633d2ba3f00bd5694f8,lot148,valid
3657,Loc,ea38f04e196a2c5e3ab64ff817c052994de60f0108ca033cd90c34e03d1b99ef,lot148,valid
3760,Random,ecb62765aa06dc14d7da944ba98e82e402b2da33022bfce85f13d64a99b0c35b,lot152,train
3773,Random,6e695738878b1c63e0ac96ae8328b54e57cc683cac9c3775bd369c82a838a435,lot152,train
3783,Edge-Loc,5ee026d56ea7c61fdb2bfa852840864693bf7fb1ce4296e9006f619380ed1f08,lot153,train
3792,Edge-Loc,686a50f47532c85c21e71d6829362677477057412349b2e149a3288b26cf26f5,lot153,train
3803,Loc,3fc49d844e06502fb3f50296576c6fb6b0ed5d47e49a698f80c218bec164846e,lot154,test
3837,Center,bc64e8adade9d8bd7c6b0072aa0beb89ae88f81c3307f34db02c8dc71a0ff7e2,lot155,train
3843,Random,b3a50f0f97c21c781ebd5d617fccb8fd7b92681b29163388f097a90221e14978,lot155,train
3917,Random,47c2391c40eb8ebd0a6f56d23ea981eb91f54c5a5be8c39ea026a8fe0159b28a,lot158,train
3939,Random,1eb1a8dd1e33e9c9a8bb81ab33dfc71c0168ea2932bf5fcfac4f8f758ea9c1d9,lot159,train
3940,Scratch,54b14b8ccbccd5175974630e0a57b8f70caea9bf6f650b436e06d7d36013c124,lot159,train
3980,Near-full,dc43d619cc002c443666cf332d7c3d7b7a4f0e4b61df969dcb425a9530d90a95,lot161,valid
4040,Loc,1f61a96c0856a916ff68e2162385be8c22488a00b4829ffb40dae35bd614f9ac,lot163,train
4047,Edge-Loc,7e7389f2cf0052c08afbd2b4002839917189d95abaa3af4392a76ba75460069b,lot163,train
4073,Random,a5a2532a0e4bec9ef56656a43b4ec236a047e14ff1172fff92cc5981f1a2c1e6,lot164,train
4082,Scratch,8349e69b0c31edabd2da37dcd953e4fa46270424d2b48d95da16476c4429b5af,lot165,train
4087,Edge-Loc,ae31b39ff4402761491f5ccd21e3922b23e222ada8ddda77400fb80dce7e4de2,lot165,train
4132,Random,acd88ee3d539d0dc3fe90a84e08e4dcdb72305e3da2507ffbfb91ea3c3142474,lot167,train
4141,Edge-Loc,ae6345e87b170f4d2dfb9c837c1a7fced755a8010dd74c44458c16f4e3aac3d3,lot167,train
4148,Loc,2d2f7b891d21f38b07a2d9025b7454a9b779049b9e8c3785569e0029bef4f590,lot167,train
4173,Edge-Loc,ac622e48eeff196b485cf6024edc4bbbe9f0936d7c4871c1697b9f59e79d7339,lot168,train
4195,Random,eaf12b1a9643daf96a496abd2de5134216ba2197eec3550241cc5fd9fc6177bd,lot169,train
4233,Random,37e8c9e88bef97ac730df44d3d1092480d7635e7fdbc8c10c6335da399b94c0f,lot171,test
4260,Edge-Loc,5a6bd93aef36fd1052dcf4f6098a715f0b9984c2a4d46914416b287e18bacab0,lot172,train
4401,Loc,3a770b5715966355168e8ad5c4b39a4d2ee9b89fb2b7f7a6c45e694553729bf7,lot178,train
4419,Center,5aff11cfe8a4aa847def8ca745022c8950669a2a8c1d35ff341bc3811f060bec,lot178,train
4446,Scratch,47688bd1dd21bc03a7d06077e3accc53b2ba7f366fdc5cb4058aca0460771bf3,lot179,train
4508,Loc,ac5c94dee50fccea61f0b56a20b71bef246f38f6168bfbf7d6d73f8ce2f2647a,lot182,train
4557,Edge-Loc,6bc37b26262bc4568398b032405dba61d00208c49528aa3d1343412787a9d1b0,lot184,train
4562,Edge-Ring,957cba51ff88928060f352cae15246f28fc4b4b84658bc3ab04441cd2fbca2d7,lot184,train
4596,Scratch,025c3020062583bf23dd642f24866cbe40db2ee87f5dcf8297ac4047d98bb77a,lot185,train
4635,Loc,345884f760c70789d956f1b16fb90e8df8fb6330a403cf9b84ed4f2c2f963918,lot187,train
4647,Loc,7643a0bf9aa988e9cd88c72ea7ee6508bb65b138f6a9f39dc24443fbc52b9ea9,lot187,train
4658,Scratch,3aafe1352f4d4a7a50788eb2f1b0b6c15869eb00d98d336729e514cb825abd61,lot188,valid
4722,Scratch,f2c36fef8fc1dc81f6c1541a28a368dd39dc0bda912f98fdfe9ead48276e1624,lot190,train
4788,Random,4b583daa447b1356c698218aac0ccea0eac51ee170b824368abdbe3cd941377c,lot193,test
4793,Edge-Loc,0bf9f4a7267802a0c25b7bd265e09341d462b38fbf8f5c3de7c3ab2ead485216,lot193,test
4818,Edge-Loc,9ef26d5cdb7a08c50ab22ce4c36f8965472b3c9833fbcb109df77940a4daf9b1,lot194,train
4845,Edge-Ring,770319488dd9165252ad64dc50216163630e56ab04e6adf35ed47e45a762df91,lot195,train
4884,Edge-Loc,3c03724fc7029da40193d14cef17ff169223de5dc60cce7c745d72a62d7a50db,lot197,train
4890,Center,84ad9e100236a169e4f3615000bc10d687681acf5871a8eaf0588a2f99713fb8,lot197,train
4956,Loc,0882b8e7954fe742ffd952d413a1e53bd561daf902eaf111a53fc801139060a1,lot200,train
4987,Loc,73ee9ba0aede40ba8d11aefea8243a2f3f160d68ae46c26543067172178720bc,lot201,train
5056,Edge-Loc,2e11501c0b2f5c66954a3060777fc0d5b3d7ef6c8646ea5dcdba54a460b4dadc,lot204,train
5068,Edge-Loc,85678819901aabe9b252cef6dfe49e4c20db366300f5fd92ed5a7ea1fb20c18a,lot204,train
5107,Edge-Ring,fdd5e032e0c007e711ae17b1bea47f48b940e9a14c1f5263618739168e26b72f,lot206,train
5206,Scratch,5f2fa3b7de7093cdd7aadd4f0cc7436e5c35d3944cc517d84fc3d2f9fa0377ae,lot210,valid
5222,Edge-Loc,255d5ebe403c2cb35370da86677653446829c24d61cabd5d367fdd013852452e,lot210,valid
5226,Scratch,40e071662b40247bb6314d1362bdfefeb76e3148e77c9e501fe99c2ab9fde830,lot211,train
5265,Edge-Loc,3adf0e33821ab09a6c181a49ddf789538c1082b9e93f513b8ff91e12b9dc1b7d,lot212,train
5271,Edge-Loc,42a5bc9c1d7e9f152602ecfc6c46adeef8d4e575876ab208053af5477d5a98c6,lot212,train
5313,Edge-Loc,a7b02d626653631d2ba53027905ac08ad0dc8efd732b2eba9d2479bf10a315f0,lot214,test
5315,Loc,f883b36afdd05b917ec6582795584419d0a4bc7151c63d68b1735831943ac694,lot214,test
5336,Center,e8573dbef2fa8e3bff5eaed1bf4140860c372cc4e1a7433a67d2fe3024eb12fa,lot215,valid
5347,Edge-Loc,4683340c3306b580cee3102da0369c48bb6a6be5242c6dd1d665ca1d3b435aaf,lot215,valid
5357,Loc,11e700d8d9ea4ffd4085d9195a70649a4f80040078da8a2e81108e5c3a355e16,lot216,train
5358,Edge-Ring,110ac388cc8ce6666d76a273e5bd5642cad223fc3b3b080e2e65448f26c867e5,lot216,train
5372,Near-full,9c15f7a015a3e7dcb9eba1d143509bdf5623e3a328acdcd47f7f3c75322c27ac,lot216,train
5465,Edge-Loc,55b19a551bbee99be1413d1142863cf474e467c2fcfc0ea268c6655fde28928a,lot220,train
5481,Edge-Loc,a529be75c5d30ebce4deee7e0f44018b7aa5dca755303553f2be59e6adab791f,lot221,valid
5544,Loc,536d616c899b02c21b3228ef5d3aa69fcf2f95f1d2f9b6830ae50da48cfc1a6b,lot223,valid
5548,Loc,baaa6e2d7f58c6a333208087dba9cfe64b163a95312a33d66a5c16d9a1883016,lot224,train
5729,Edge-Loc,13660278691a453996353df2f113a5e2a47e359052100e5c9c1ca7bbc75d9486,lot231,train
5758,Loc,a1740fffd5777dfaa75ad2b1e1a0b804229a51eacef24b056424a9bb7b4dc6ca,lot232,train
5805,Edge-Loc,db90ca120ecc60cc63fd2cc61fae466ba880d231e9d0b76d62001c5ccd109bc9,lot234,valid
5900,Loc,fbabca3bc8433a35aa299a934cdee6eca07da8051eccfedec55fe4ff3bcca851,lot238,valid
5904,Scratch,44aacc4acd06bd6643f7ec4f23e83d06af1f9c8758e3fa33b576682c9596dcac,lot238,valid
5949,Center,63846e1f17c1b1531173c0d24dbc88ed591aa33b10f75d97d899bd240a147c34,lot240,train
6006,Edge-Loc,e30003d10807c9358b5dc9d42fd7eceb3ce91d1f71d1d4c7e70f31da1fa79ff4,lot242,valid
6047,Edge-Loc,2136d42304de8a99d04fc04c1163058d12effac321cb2a68e1098374073217f7,lot243,train
6071,Edge-Ring,84f14f9bc5fae937cf8af84e6c8e7e0730f9668c1cf977f40b71f4888fd41415,lot244,train
6085,Edge-Ring,636e5224ac44cc033ba86abc20c6ef563fea9782702d83b12da081d38ceeebfc,lot245,valid
6092,Edge-Loc,376685a245b4e49898cf8139b2acec13ef60ab0f9fa65abedb03b6ab2a7664a5,lot245,valid
6214,Edge-Loc,f03ad18c2743f6c11abfd3c6101dfe56f680c68a21c34480c30bc54f82a803a9,lot250,train
6273,Edge-Loc,c2f438532c991d8dd12a3d3238e1177c4e99ac4b43766eed3644a0443964ae51,lot253,valid
6340,Near-full,45bf513f2f1398a1c45928eaf5986bc775a9c3c0edc76bf4f4ec0a9813cffcd8,lot255,train
6381,Loc,8b77da25da0a2747dbe41f9b2b0d3a700aed7870b486da0d4331b255c11355df,lot257,train
6439,Loc,a180c66a956437d1ba9cf614ab258568fa6adfe59324944f8c5eda6df4318876,lot259,test
6451,Edge-Loc,821612c1dc30568e343d0ecba49cab42695fd7e1df81cbe9739aedb70f517774,lot260,train
6476,Loc,cdb57a948214198004cd58ab79e528b68cf4c6ba37222c9b68e7e422650ad7c9,lot261,test
6624,Center,a18df77b7d93a1f8fe463c62252d72c986718f2f9ca259889849886e8dbe16af,lot267,train
6631,Edge-Loc,70b14ed7f9db309b0f7ea74b1fa93ef7c6661065aa815036f79a8b64d5b02e4e,lot267,train
6714,Scratch,6b99860fda532155d7fb82f8426a281dc7a280d516c51f555a167758df08455d,lot270,train
6721,Random,17f577e866ab3acc6ea07acc5014c3be9e83231a6221bb3d8455a390f045bae2,lot270,train
6774,Edge-Loc,8a27602d972d0872fbc3f355d4e0ef3d3dc4381d9b15e52ad9e7ffb915775b87,lot273,train
6854,Scratch,bd99d44401c999a8715700377881ee6b802d5e0047dcbbd976210f8d94c2af03,lot276,valid
6873,Edge-Loc,9d0d5155424a65b50f12ca952759bbfcfcd712b2babcd93ce5bf5df047e3c45d,lot277,train
6901,Loc,37532ce5ab5a7a2fde8b1f1135efd2f01bc4f5d9f82b23978f4e0416c8f59cdf,lot278,train
6976,Scratch,4671aee410731ff8c2c25cd380cbead59175cd01f98e2a13647bc414dcc15387,lot281,train
7011,Edge-Ring,26ff5925f74570b58f9c9e5a5473412874791c01c0ad352971c511b75861d661,lot282,valid
7063,Edge-Loc,44fbdb5809d428a0ff0f59f29107ee100474050dbfeae3fdf5b1676a8805cedb,lot284,train
7068,Center,0442a1ae0a28cf4814fc314ca03ebec43e095c70d1d9e81d7f66fe736f2de62f,lot284,train
7090,Edge-Loc,ce8b49612f713f28d0b801f44d29d1dce6f0cbb1cbf1102bc190d5b59a783f1f,lot285,valid
7121,Loc,b735837b36c2c9a6b423fb87fe1cc1ebe5792978008da953fb4cd4eb5b37a765,lot287,train
7186,Random,2281a4319e954625ecec69c4c70d89eb556a9351baee92be03d10274ffb2ca92,lot290,train
7202,Edge-Loc,bc85781513c238d8c4ccad111e0462feb49038f8555509d7f680a7da11460e0a,lot290,train
7254,Loc,b557a6383630d9ff9a8f814304ac876d74ecd854dbd1cadf4571f74e26ece430,lot293,test
7255,Loc,86019646415825cffe791164c5d620930ce37777c8b73734cdd44eef03564a34,lot293,test
7256,Loc,55370b01c690d8c8a48c81a4f37287735c949cd724f3bc8e9da65b2bd09dd87e,lot293,test
7257,Loc,b8d373cc3d5e249aeb0b9f5273ed131d7f8a06beb7b259933541fac6c2cc6885,lot293,test
7258,Loc,1c0d94ffa64a299cb235d3d8f4e3722f58559e966fa6a2f512045e79c33225d7,lot293,test
7259,Loc,c99d49dfb4481f3ddeea1dd402ed9cd8fa0cd932095669300e29308da4ceb2ca,lot293,test
7260,Loc,2302c738c1ab1930b5e59b7d9312e4a8aa04f66e5ecf28be5d709c239dbff099,lot293,test
7261,Loc,c6e3aff6944782f103146abfe6132cb7aaa8531493dacd9a201d0aa9e677fc12,lot293,test
7262,Loc,9773d4095eb5ffae2480140aa9fa9f54b88b86aa49d9da4525e9510c2038a189,lot293,test
7263,Loc,a60c47d2c317760f4d1074b1790561925f3a48f09547d8d7f848c67ffcd6c793,lot293,test
7264,Loc,547f4f350103b0fdd6517e1b5cd00bb2f71c742b8a13d7d051abc25052efe297,lot293,test
7265,Loc,376b0d40de88c39de51aed40a4bae7a9f70d721c6976f1db61659ef0c5aedc89,lot293,test
7266,Loc,b9457dbcc6e7b21d1428136182398baf0bd716cc71d3fb150d458db8198993c6,lot293,test
7267,Loc,a59f0b845cd80c0a6f26c7c71f68b09698522ac6659e31559bf1155417d05a24,lot293,test
7268,Loc,b3f585c15845ea05079635aafbbbc3d30ee01d3e08d8d65ea4b7c3824a91bca2,lot293,test
7269,Loc,8a1cdf949639af1cbc961d541450bc57acfb9749a880b78833458d19b87d84ce,lot293,test
7270,Loc,bac5561494718e6530654476e3867a75d72904d40c36f48433f43b85dc5a7abc,lot293,test
7271,Loc,9170242ce67a90ba8404192770414fbc64ba04447a0ecd621fe34ee8622f5781,lot293,test
7272,Loc,ea558055934895ab17fba99dbfdf13b4fe807bd4efaa45ee9744db23843e37eb,lot293,test
7273,Loc,a9fae9635c4a125b1530c3913595ae640f01fe4939be25c2994ba87de5ae76b4,lot293,test
7274,Loc,7b9d088abe9d6bf9e534f8ae44c5f5038d733dfba73473999beb5ace7871e935,lot293,test
7275,Loc,f5ace42a7353f24e9d607af5e260602d44f78bf066b5d2b516c6f93a3ac27a28,lot293,test
7276,Loc,fc5750b6303fe3e787bdcf852023ad655c52aae2518940e03c4b2c4127ca4fd4,lot293,test
7277,Loc,fd930e8062fbcad6b95979805cec3f9a5d2bfa55b909745dd959d0d716a0b6b1,lot293,test
7278,Loc,84dce4d04b1335611335aa20ceac96dc80600ffa0c26c5ac5e8b4bdef0390549,lot293,test
7279,Center,0f1f9b663305e91729f22acd82cfcf01e6e5f350122ac548810d10c4fff13d60,lot489,valid
7280,Loc,3154be722f4b65c9c99740fe22aeefc9ce2e14ac3d80dfbed6705c7227923f98,lot489,valid
7281,Center,180d445d970002bd061345cbf492491466d06a6d9f7415924b4b612e47a30590,lot489,valid
7282,Loc,ac6f70ee069ac105903fa141ee2bc8a52559d55756696920c8f7c06fae24c629,lot489,valid
7283,Loc,c391bf78df4207f426e98ff4a8edb6e870140ccb31a72d1bb640ae25fe612fe2,lot489,valid
7284,Center,ae5d1c66debfb5d9a48e99ab047ff4761331e2b4dcf8257ac9a9f4d17fac4237,lot489,valid
7286,Loc,52fb9486ca0b6dc593faf3691517d65a5e0712c5dba4c25292e7c0b0ecad9426,lot489,valid
7287,Center,b4ff1634056e4de97c90cf5b07c530748a58307b33da0c187518c7eb8d5f3070,lot489,valid
7288,Loc,d9f35784b00870bd84be7c0df5487afec1028969954120a792fc5b4a269c66ab,lot489,valid
